员工编号,年龄,性别,婚姻状况,婚姻状况编码,学历,学历编码,专业,是否成年,部门,岗位,职级,出差频率,出差频率编码,离家距离,是否加班,是否加班编码,标准工时,年度培训次数,总工龄,本企业工龄,现岗年限,晋升间隔,与现任经理共事年限,跳槽次数,月收入,时薪,日薪,月薪,调薪幅度,股权激励等级,股权激励等级编码,环境满意,环境满意编码,人际关系满意,人际关系满意编码,工作满意,工作满意编码,敬业度,敬业度编码,工作与生活平衡,工作与生活平衡编码,绩效评级,绩效评级编码,是否离职,是否离职编码,员工计数
1674,49,女,离异,2,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,16,是,1,80,2,17,2,2,2,2,4,2587,74,464,24941,0.16,低级,1,非常高,4,中,2,低,1,高,3,好,2,优秀,3,否,0,1
1675,38,女,单身,0,本科,3,医学,是,研发部,实验室技术员,1,频繁出差,1,2,否,0,80,3,4,4,3,3,3,1,2440,42,148,23826,0.22,无,0,非常高,4,中,2,中,2,中,2,更好,3,杰出,4,否,0,1
1676,47,女,离异,2,硕士,4,生命科学,是,销售部,经理,4,偶尔出差,0,2,否,0,80,2,29,3,2,1,2,6,15972,47,1225,21086,0.14,高级,3,中,2,高,3,中,2,非常高,4,更好,3,优秀,3,否,0,1
1677,49,男,单身,0,本科,3,生命科学,是,研发部,经理,4,偶尔出差,0,1,否,0,80,2,23,8,7,0,0,4,15379,36,809,22384,0.14,无,0,高,3,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
1678,41,男,单身,0,大专,2,生命科学,是,销售部,销售主管,3,偶尔出差,0,23,是,1,80,2,21,2,0,0,2,3,7082,80,1206,11591,0.16,无,0,非常高,4,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1680,20,男,单身,0,大专以下,1,生命科学,是,销售部,销售代表,1,偶尔出差,0,9,否,0,80,3,2,2,2,0,2,1,2728,54,727,21082,0.11,无,0,非常高,4,低,1,低,1,高,3,更好,3,优秀,3,否,0,1
1681,33,女,离异,2,本科,3,生命科学,是,销售部,销售主管,2,不出差,2,16,是,1,80,2,7,6,5,1,2,1,5368,36,530,16130,0.25,低级,1,高,3,高,3,非常高,4,高,3,更好,3,杰出,4,否,0,1
1682,36,男,已婚,1,硕士,4,生命科学,是,研发部,医疗代表,2,偶尔出差,0,26,否,0,80,2,10,3,2,0,2,6,5347,80,1351,7419,0.14,中级,2,低,1,中,2,高,3,高,3,好,2,优秀,3,否,0,1
1683,44,女,离异,2,本科,3,生命科学,是,人力资源部,人力资源专员,1,偶尔出差,0,1,是,1,80,2,8,2,2,2,2,4,3195,44,528,4167,0.18,高级,3,高,3,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
1684,23,男,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,8,是,1,80,2,5,5,4,1,2,1,3989,93,1320,20586,0.11,无,0,非常高,4,低,1,高,3,中,2,更好,3,优秀,3,是,1,1
1687,38,女,已婚,1,大专,2,医学,是,研发部,实验室技术员,1,偶尔出差,0,4,否,0,80,5,7,0,0,0,0,7,3306,87,1495,26176,0.19,低级,1,非常高,4,非常高,4,高,3,高,3,好,2,优秀,3,否,0,1
1689,53,男,已婚,1,硕士,4,医学,是,研发部,医疗代表,3,偶尔出差,0,24,否,0,80,2,11,4,3,1,2,3,7005,48,1395,3458,0.15,无,0,中,2,高,3,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1691,48,女,已婚,1,大专,2,医学,是,销售部,销售代表,1,频繁出差,1,7,是,1,80,3,19,9,7,7,7,2,2655,95,708,11740,0.11,中级,2,非常高,4,高,3,高,3,高,3,更好,3,优秀,3,是,1,1
1692,32,男,单身,0,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,2,1,1,0,0,0,1,1393,95,1259,24852,0.12,无,0,非常高,4,低,1,中,2,高,3,更好,3,优秀,3,是,1,1
1693,26,男,单身,0,本科,3,医学,是,研发部,实验室技术员,1,不出差,2,7,否,0,80,5,7,7,7,5,7,1,2570,76,786,11925,0.2,无,0,非常高,4,高,3,非常高,4,高,3,更好,3,杰出,4,否,0,1
1694,55,男,离异,2,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,22,否,0,80,1,8,4,2,1,2,5,3537,94,1441,23737,0.12,低级,1,低,1,非常高,4,中,2,中,2,更好,3,优秀,3,否,0,1
1696,34,男,已婚,1,大专,2,医学,是,研发部,实验室技术员,2,偶尔出差,0,5,否,0,80,3,15,15,10,4,13,1,3986,57,1157,11912,0.14,低级,1,中,2,高,3,非常高,4,中,2,最好,4,优秀,3,否,0,1
1697,60,男,离异,2,硕士,4,医学,是,研发部,医疗代表,3,偶尔出差,0,1,否,0,80,2,19,1,0,0,0,3,10883,92,370,20467,0.2,低级,1,高,3,高,3,非常高,4,低,1,最好,4,杰出,4,否,0,1
1698,33,男,已婚,1,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,21,否,0,80,6,14,14,11,2,13,1,2028,79,267,13637,0.18,高级,3,中,2,非常高,4,中,2,非常高,4,更好,3,优秀,3,否,0,1
1700,37,男,离异,2,硕士,4,医学,是,销售部,销售主管,2,频繁出差,1,1,否,0,80,2,6,6,3,1,3,1,9525,31,1278,7677,0.14,中级,2,高,3,高,3,非常高,4,低,1,好,2,优秀,3,否,0,1
1701,34,女,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,19,否,0,80,3,10,10,9,8,7,1,2929,35,678,20338,0.12,无,0,中,2,中,2,非常高,4,中,2,更好,3,优秀,3,否,0,1
1702,23,男,离异,2,本科,3,生命科学,是,销售部,销售代表,1,偶尔出差,0,7,是,1,80,2,3,3,2,0,2,1,2275,99,427,25103,0.21,低级,1,高,3,中,2,非常高,4,高,3,更好,3,杰出,4,是,1,1
1703,44,女,已婚,1,本科,3,生命科学,是,研发部,医疗代表,3,偶尔出差,0,2,是,1,80,2,9,8,7,6,7,1,7879,96,921,14810,0.19,低级,1,高,3,中,2,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1704,35,男,单身,0,硕士,4,医学,是,研发部,研究科学家,1,频繁出差,1,2,是,1,80,2,6,5,4,1,4,0,4930,79,146,13970,0.14,无,0,低,1,高,3,非常高,4,中,2,最好,4,优秀,3,否,0,1
1706,43,男,已婚,1,本科,3,医学,是,销售部,销售主管,2,偶尔出差,0,2,是,1,80,3,10,10,9,8,8,1,7847,73,1179,6069,0.17,低级,1,非常高,4,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
1707,24,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,9,否,0,80,1,5,5,3,0,4,1,4401,62,581,17616,0.16,低级,1,高,3,非常高,4,高,3,非常高,4,更好,3,优秀,3,否,0,1
1708,41,男,单身,0,本科,3,市场营销,是,销售部,销售主管,3,偶尔出差,0,6,否,0,80,3,10,10,8,8,7,1,9241,35,918,15869,0.12,无,0,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1709,29,女,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,2,9,5,3,1,2,9,2974,43,1082,25412,0.17,低级,1,非常高,4,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1710,36,女,单身,0,硕士,4,生命科学,是,销售部,销售代表,2,偶尔出差,0,2,否,0,80,2,17,13,7,6,7,3,4502,51,530,7439,0.15,无,0,高,3,高,3,非常高,4,高,3,好,2,优秀,3,否,0,1
1712,45,男,已婚,1,大专以下,1,生命科学,是,研发部,医疗代表,3,不出差,2,1,否,0,80,3,25,23,15,14,4,3,10748,74,1238,3395,0.23,低级,1,高,3,非常高,4,高,3,中,2,好,2,杰出,4,否,0,1
1714,24,男,已婚,1,大专以下,1,人力资源,是,人力资源部,人力资源专员,1,偶尔出差,0,22,否,0,80,2,1,1,0,0,0,1,1555,58,240,11585,0.11,低级,1,非常高,4,高,3,高,3,低,1,更好,3,优秀,3,是,1,1
1716,47,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,4,频繁出差,1,9,否,0,80,3,25,23,5,14,10,7,12936,82,1093,24164,0.11,无,0,高,3,高,3,高,3,低,1,差,1,优秀,3,是,1,1
1718,26,男,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,17,否,0,80,3,3,3,2,0,2,1,2305,62,390,6217,0.15,高级,3,非常高,4,高,3,高,3,低,1,最好,4,优秀,3,否,0,1
1719,45,女,单身,0,大专,2,工程技术,是,研发部,研究总监,4,偶尔出差,0,28,否,0,80,2,21,21,6,8,6,1,16704,48,1005,17119,0.11,无,0,非常高,4,高,3,中,2,中,2,更好,3,优秀,3,否,0,1
1720,32,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,10,否,0,80,3,10,5,2,1,3,6,3433,56,585,17360,0.13,低级,1,低,1,低,1,高,3,高,3,好,2,优秀,3,否,0,1
1721,31,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,2,6,5,2,0,3,1,3477,69,741,18103,0.14,低级,1,中,2,非常高,4,高,3,高,3,最好,4,优秀,3,否,0,1
1722,41,男,已婚,1,本科,3,人力资源,是,人力资源部,人力资源专员,2,不出差,2,4,否,0,80,4,10,3,2,1,2,6,6430,60,552,20794,0.19,低级,1,高,3,中,2,中,2,低,1,更好,3,优秀,3,否,0,1
1724,40,女,已婚,1,大专,2,生命科学,是,研发部,制造总监,2,偶尔出差,0,8,是,1,80,3,18,1,0,0,0,2,6516,92,369,5041,0.16,低级,1,中,2,中,2,低,1,高,3,更好,3,优秀,3,否,0,1
1725,24,男,离异,2,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,29,否,0,80,2,6,6,2,1,2,1,3907,91,506,3622,0.13,高级,3,中,2,中,2,低,1,高,3,最好,4,优秀,3,否,0,1
1727,46,男,单身,0,硕士,4,生命科学,是,研发部,医疗代表,2,偶尔出差,0,13,否,0,80,3,19,10,7,0,9,6,5562,34,717,9697,0.14,无,0,高,3,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1728,35,男,已婚,1,硕士,4,生命科学,是,研发部,制造总监,2,偶尔出差,0,27,否,0,80,3,17,7,7,0,7,2,6883,49,1370,5151,0.16,低级,1,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1729,30,男,已婚,1,大专以下,1,生命科学,是,研发部,研究科学家,1,偶尔出差,0,16,否,0,80,2,10,10,0,0,8,1,2862,33,793,3811,0.12,低级,1,中,2,中,2,非常高,4,高,3,好,2,优秀,3,否,0,1
1731,47,男,已婚,1,硕士,4,市场营销,是,销售部,销售主管,2,不出差,2,2,否,0,80,3,4,1,0,0,0,7,4978,87,543,3536,0.11,低级,1,高,3,非常高,4,中,2,高,3,差,1,优秀,3,否,0,1
1732,46,男,离异,2,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,2,是,1,80,5,13,10,6,0,3,4,10368,74,1277,5596,0.12,低级,1,高,3,中,2,非常高,4,高,3,好,2,优秀,3,否,0,1
1733,36,男,离异,2,博士,5,市场营销,是,销售部,销售主管,2,偶尔出差,0,13,是,1,80,3,16,2,2,2,2,5,6134,96,1456,8658,0.13,高级,3,中,2,中,2,低,1,中,2,更好,3,优秀,3,是,1,1
1734,32,男,单身,0,大专,2,生命科学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,2,10,0,0,0,0,6,6735,34,964,12147,0.15,无,0,低,1,中,2,中,2,低,1,更好,3,优秀,3,是,1,1
1735,23,女,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,4,否,0,80,3,3,3,2,1,2,1,3295,51,160,12862,0.13,无,0,高,3,高,3,中,2,高,3,差,1,优秀,3,否,0,1
1736,31,女,单身,0,大专以下,1,工程技术,是,研发部,制造总监,2,频繁出差,1,24,否,0,80,3,9,5,4,1,4,2,5238,30,163,6670,0.2,无,0,非常高,4,非常高,4,非常高,4,高,3,好,2,杰出,4,否,0,1
1737,39,男,已婚,1,本科,3,生命科学,是,研发部,实验室技术员,2,不出差,2,1,是,1,80,2,9,9,8,5,8,1,6472,77,792,8989,0.15,低级,1,非常高,4,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
1739,32,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,19,否,0,80,2,10,4,3,0,2,3,9610,80,371,3840,0.13,低级,1,非常高,4,高,3,高,3,低,1,差,1,优秀,3,否,0,1
1740,40,男,单身,0,硕士,4,医学,是,销售部,经理,5,偶尔出差,0,7,否,0,80,3,21,21,8,12,8,1,19833,88,611,4349,0.14,无,0,中,2,中,2,中,2,高,3,好,2,优秀,3,否,0,1
1744,45,女,已婚,1,本科,3,生命科学,是,人力资源部,人力资源专员,3,偶尔出差,0,4,否,0,80,2,9,5,0,0,3,4,9756,56,176,6595,0.21,中级,2,高,3,高,3,高,3,低,1,最好,4,杰出,4,否,0,1
1745,30,女,单身,0,硕士,4,工程技术,是,研发部,研究科学家,1,频繁出差,1,2,否,0,80,2,10,9,7,0,7,0,4968,78,1312,26427,0.16,无,0,非常高,4,非常高,4,低,1,中,2,更好,3,优秀,3,否,0,1
1746,24,男,已婚,1,本科,3,医学,是,人力资源部,人力资源专员,1,频繁出差,1,10,否,0,80,2,3,2,2,2,1,0,2145,59,897,2097,0.14,低级,1,低,1,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
1747,30,女,离异,2,本科,3,人力资源,是,人力资源部,人力资源专员,1,频繁出差,1,8,否,0,80,0,6,4,2,1,2,6,2180,66,600,9732,0.11,低级,1,高,3,高,3,非常高,4,中,2,好,2,优秀,3,是,1,1
1749,31,男,已婚,1,本科,3,工程技术,是,销售部,销售主管,2,偶尔出差,0,5,否,0,80,3,6,5,2,0,2,1,8346,51,1003,20943,0.19,低级,1,低,1,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1751,27,女,单身,0,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,8,否,0,80,5,6,6,2,1,4,1,3445,67,1054,6152,0.11,无,0,高,3,高,3,非常高,4,高,3,好,2,优秀,3,否,0,1
1752,29,女,单身,0,本科,3,市场营销,是,销售部,销售代表,1,偶尔出差,0,9,否,0,80,3,2,2,2,2,2,1,2760,52,428,14630,0.13,无,0,中,2,高,3,中,2,低,1,更好,3,优秀,3,是,1,1
1753,29,男,单身,0,本科,3,生命科学,是,研发部,医疗代表,2,频繁出差,1,1,是,1,80,5,10,3,2,0,2,8,6294,70,461,23060,0.12,无,0,非常高,4,非常高,4,高,3,非常高,4,最好,4,优秀,3,否,0,1
1754,30,男,离异,2,大专,2,市场营销,是,销售部,销售主管,3,偶尔出差,0,15,否,0,80,2,12,7,7,1,7,2,7140,94,979,3088,0.11,低级,1,高,3,低,1,低,1,中,2,更好,3,优秀,3,否,0,1
1755,34,男,已婚,1,硕士,4,医学,是,研发部,研究科学家,1,偶尔出差,0,2,是,1,80,3,6,5,0,1,2,0,2932,97,181,5586,0.14,高级,3,非常高,4,低,1,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1756,33,女,单身,0,本科,3,市场营销,是,销售部,销售主管,2,不出差,2,2,否,0,80,2,13,11,7,1,7,8,5147,62,1283,10697,0.15,无,0,非常高,4,非常高,4,中,2,高,3,好,2,优秀,3,否,0,1
1757,49,女,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,11,否,0,80,1,8,5,1,0,4,3,4507,80,1313,8191,0.12,无,0,非常高,4,高,3,非常高,4,高,3,最好,4,优秀,3,否,0,1
1758,33,女,单身,0,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,16,是,1,80,2,11,0,0,0,0,2,8564,74,211,10092,0.2,无,0,低,1,高,3,低,1,高,3,好,2,杰出,4,是,1,1
1760,38,女,已婚,1,大专,2,医学,是,研发部,实验室技术员,1,频繁出差,1,2,否,0,80,4,9,6,1,0,5,4,2468,75,594,15963,0.14,低级,1,高,3,中,2,中,2,中,2,好,2,优秀,3,否,0,1
1761,31,男,已婚,1,硕士,4,市场营销,是,销售部,销售主管,3,偶尔出差,0,16,否,0,80,2,10,1,0,0,0,2,8161,70,1079,19002,0.13,高级,3,低,1,低,1,高,3,高,3,更好,3,优秀,3,是,1,1
1762,29,女,离异,2,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,4,否,0,80,2,1,1,0,0,0,1,2109,91,590,10007,0.13,低级,1,非常高,4,高,3,低,1,中,2,更好,3,优秀,3,否,0,1
1763,30,男,已婚,1,本科,3,生命科学,是,研发部,医疗代表,2,偶尔出差,0,16,否,0,80,3,10,7,0,1,7,3,5294,58,305,9128,0.16,低级,1,高,3,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
1764,32,男,单身,0,硕士,4,工程技术,是,研发部,研究科学家,1,不出差,2,5,否,0,80,3,12,7,7,0,7,2,2718,65,953,17674,0.14,无,0,中,2,中,2,中,2,高,3,更好,3,优秀,3,否,0,1
1766,38,男,已婚,1,本科,3,医学,是,研发部,医疗代表,2,偶尔出差,0,18,是,1,80,2,15,1,0,1,0,3,5811,60,833,24539,0.16,低级,1,中,2,高,3,非常高,4,低,1,更好,3,优秀,3,否,0,1
1767,43,男,已婚,1,本科,3,工程技术,是,研发部,研究科学家,1,频繁出差,1,17,是,1,80,4,6,1,0,0,0,9,2437,38,807,15587,0.16,低级,1,高,3,非常高,4,高,3,中,2,更好,3,优秀,3,是,1,1
1768,42,男,离异,2,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,12,否,0,80,6,7,5,3,0,4,8,2766,57,855,8952,0.22,高级,3,中,2,中,2,中,2,高,3,好,2,杰出,4,否,0,1
1770,55,男,已婚,1,本科,3,医学,是,研发部,研究总监,5,偶尔出差,0,2,否,0,80,2,34,1,0,0,0,8,19038,60,478,19805,0.12,高级,3,高,3,中,2,低,1,中,2,更好,3,优秀,3,否,0,1
1771,33,男,离异,2,本科,3,工程技术,是,研发部,研究科学家,2,不出差,2,4,否,0,80,2,11,9,8,1,7,5,3055,90,775,6194,0.15,中级,2,非常高,4,非常高,4,中,2,高,3,好,2,优秀,3,否,0,1
1772,41,男,离异,2,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,2,5,5,3,0,4,1,2289,94,548,20520,0.2,中级,2,高,3,中,2,低,1,高,3,更好,3,杰出,4,否,0,1
1774,34,男,离异,2,本科,3,生命科学,是,销售部,销售主管,2,不出差,2,10,是,1,80,3,15,15,14,0,7,1,4001,87,1375,12313,0.14,低级,1,非常高,4,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1775,53,女,已婚,1,硕士,4,医学,是,研发部,制造总监,4,不出差,2,1,是,1,80,2,27,3,2,0,2,4,12965,60,661,22308,0.2,高级,3,低,1,非常高,4,高,3,中,2,好,2,杰出,4,否,0,1
1778,43,男,单身,0,本科,3,生命科学,是,人力资源部,人力资源专员,1,偶尔出差,0,2,否,0,80,5,10,9,7,1,8,0,3539,97,244,5033,0.13,无,0,中,2,中,2,非常高,4,高,3,更好,3,优秀,3,否,0,1
1779,34,女,单身,0,大专,2,生命科学,是,销售部,销售主管,2,偶尔出差,0,3,否,0,80,3,6,2,2,2,2,5,6029,32,511,25353,0.12,无,0,非常高,4,低,1,非常高,4,低,1,更好,3,优秀,3,否,0,1
1780,21,男,单身,0,大专以下,1,市场营销,是,销售部,销售代表,1,偶尔出差,0,7,否,0,80,3,1,1,0,1,0,1,2679,31,337,4567,0.13,无,0,中,2,中,2,中,2,高,3,更好,3,优秀,3,是,1,1
1782,38,女,已婚,1,大专,2,其他,是,研发部,实验室技术员,1,偶尔出差,0,6,否,0,80,3,5,5,4,0,4,1,3702,40,1153,16376,0.11,低级,1,非常高,4,中,2,高,3,中,2,更好,3,优秀,3,否,0,1
1783,22,女,已婚,1,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,8,是,1,80,6,1,1,0,0,0,1,2398,79,1294,15999,0.17,无,0,高,3,高,3,低,1,高,3,更好,3,优秀,3,是,1,1
1784,31,女,已婚,1,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,29,否,0,80,3,13,12,7,5,7,1,5468,91,196,13402,0.14,中级,2,低,1,低,1,非常高,4,中,2,更好,3,优秀,3,否,0,1
1786,51,女,已婚,1,本科,3,工程技术,是,研发部,经理,3,偶尔出差,0,3,否,0,80,2,15,2,2,2,2,2,13116,53,942,22984,0.11,无,0,低,1,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1787,37,男,已婚,1,大专,2,市场营销,是,销售部,销售主管,2,偶尔出差,0,9,否,0,80,2,5,5,2,0,3,1,4189,46,589,8800,0.14,中级,2,中,2,低,1,中,2,中,2,更好,3,优秀,3,否,0,1
1789,46,男,离异,2,硕士,4,医学,是,研发部,研究总监,5,偶尔出差,0,2,是,1,80,3,24,2,1,2,2,7,19328,46,734,14218,0.17,低级,1,高,3,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1790,36,男,已婚,1,本科,3,生命科学,是,研发部,医疗代表,3,偶尔出差,0,10,是,1,80,1,15,12,8,5,7,7,8321,90,1383,25949,0.13,低级,1,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1792,44,男,离异,2,大专,2,医学,是,研发部,研究科学家,1,频繁出差,1,1,是,1,80,2,6,5,3,2,3,1,2342,99,429,11092,0.12,高级,3,高,3,高,3,中,2,高,3,好,2,优秀,3,是,1,1
1794,37,男,离异,2,大专,2,其他,是,人力资源部,人力资源专员,2,偶尔出差,0,8,否,0,80,4,19,10,0,4,7,2,4071,89,1239,12832,0.13,无,0,高,3,高,3,中,2,高,3,好,2,优秀,3,否,0,1
1797,35,男,单身,0,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,27,是,1,80,2,10,10,7,7,7,1,5813,84,303,13492,0.18,无,0,高,3,非常高,4,非常高,4,高,3,更好,3,优秀,3,是,1,1
1798,33,男,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,1,偶尔出差,0,8,否,0,80,1,14,10,8,7,6,6,3143,90,867,6076,0.19,低级,1,非常高,4,中,2,低,1,非常高,4,更好,3,优秀,3,否,0,1
1799,28,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,1,否,0,80,6,5,5,3,0,3,1,2044,82,1181,5531,0.11,低级,1,高,3,高,3,非常高,4,高,3,最好,4,优秀,3,否,0,1
1800,39,男,单身,0,大专以下,1,医学,是,研发部,研究总监,3,偶尔出差,0,10,否,0,80,3,9,4,3,2,2,7,13464,65,1253,7914,0.21,无,0,高,3,高,3,高,3,高,3,更好,3,杰出,4,否,0,1
1801,46,男,单身,0,大专,2,生命科学,是,销售部,销售主管,2,不出差,2,26,否,0,80,3,6,2,2,2,2,8,7991,98,849,25166,0.15,无,0,中,2,高,3,中,2,中,2,更好,3,优秀,3,否,0,1
1802,40,女,已婚,1,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,5,7,4,3,0,2,4,3377,99,616,25605,0.17,低级,1,高,3,非常高,4,低,1,高,3,好,2,优秀,3,否,0,1
1803,42,男,已婚,1,本科,3,医学,是,研发部,医疗代表,2,偶尔出差,0,13,否,0,80,2,10,0,0,0,0,5,5538,95,1128,5696,0.18,中级,2,中,2,高,3,低,1,非常高,4,好,2,优秀,3,否,0,1
1804,35,男,离异,2,大专,2,医学,是,研发部,制造总监,2,不出差,2,2,否,0,80,6,15,7,7,1,7,2,5762,90,1180,24442,0.14,低级,1,中,2,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1805,38,男,离异,2,本科,3,人力资源,是,人力资源部,人力资源专员,1,不出差,2,2,否,0,80,3,13,11,10,3,8,5,2592,100,1336,7129,0.13,高级,3,低,1,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1807,34,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,2,频繁出差,1,9,否,0,80,3,11,7,1,0,7,4,5346,93,234,6208,0.17,低级,1,非常高,4,高,3,低,1,高,3,好,2,优秀,3,是,1,1
1809,37,男,单身,0,硕士,4,医学,是,研发部,制造总监,2,偶尔出差,0,10,否,0,80,4,10,10,3,0,8,1,4213,58,370,4992,0.15,无,0,非常高,4,中,2,低,1,高,3,差,1,优秀,3,是,1,1
1812,39,男,离异,2,本科,3,生命科学,是,销售部,销售主管,2,频繁出差,1,20,否,0,80,6,7,2,1,2,2,2,4127,83,766,19188,0.18,低级,1,高,3,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
1813,43,男,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,不出差,2,9,否,0,80,2,7,3,2,1,2,4,2438,52,343,24978,0.13,无,0,低,1,高,3,高,3,高,3,好,2,优秀,3,否,0,1
1814,41,男,单身,0,本科,3,生命科学,是,研发部,医疗代表,2,偶尔出差,0,5,否,0,80,3,11,3,2,1,2,3,6870,85,447,15530,0.12,无,0,中,2,低,1,中,2,非常高,4,差,1,优秀,3,否,0,1
1815,41,女,离异,2,大专以下,1,市场营销,是,销售部,销售主管,3,偶尔出差,0,4,是,1,80,3,23,22,14,13,5,0,10447,81,796,26458,0.13,低级,1,高,3,非常高,4,高,3,高,3,最好,4,优秀,3,否,0,1
1816,30,女,单身,0,本科,3,医学,是,研发部,制造总监,3,偶尔出差,0,10,否,0,80,3,9,7,7,0,2,9,9667,64,1092,2739,0.14,无,0,低,1,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1818,26,女,已婚,1,大专,2,医学,是,人力资源部,人力资源专员,1,偶尔出差,0,20,是,1,80,3,6,5,1,1,4,0,2148,69,920,6889,0.11,无,0,非常高,4,高,3,中,2,高,3,更好,3,优秀,3,是,1,1
1821,46,女,已婚,1,大专,2,医学,是,研发部,医疗代表,2,偶尔出差,0,21,否,0,80,2,13,9,7,3,7,4,8926,66,261,10842,0.22,低级,1,非常高,4,非常高,4,中,2,高,3,最好,4,杰出,4,是,1,1
1822,40,女,离异,2,本科,3,生命科学,是,研发部,医疗代表,2,偶尔出差,0,1,否,0,80,3,12,5,3,0,3,4,6513,52,1194,9060,0.17,低级,1,高,3,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
1823,34,男,已婚,1,大专,2,工程技术,是,销售部,销售主管,2,偶尔出差,0,8,否,0,80,5,10,10,8,4,8,1,6799,92,810,22128,0.21,中级,2,中,2,高,3,高,3,非常高,4,更好,3,杰出,4,否,0,1
1824,58,男,离异,2,本科,3,医学,是,销售部,经理,4,不出差,2,2,否,0,80,0,37,16,9,14,14,4,16291,52,350,22577,0.22,低级,1,中,2,非常高,4,中,2,高,3,好,2,杰出,4,否,0,1
1826,35,男,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,23,否,0,80,2,6,5,4,0,3,0,2705,91,185,9696,0.16,低级,1,中,2,中,2,高,3,低,1,最好,4,优秀,3,否,0,1
1827,47,女,离异,2,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,4,是,1,80,4,28,22,11,14,10,8,10333,92,1001,19271,0.12,低级,1,高,3,高,3,中,2,中,2,更好,3,优秀,3,否,0,1
